1.383798 0.6479168
-0.138465 0.6026966
-1.227201 0.9277467
0.4961887 -1.382149
-0.07926254 0.7471972
1.466284 1.935789
1.234583 -1.489287
-0.686767 -0.07804946
0.1973953 1.754324
2.499496 -0.3553294
0.4570925 1.419107
0.7151394 0.2812713
1.489388 2.207176
1.833135 2.542192
1.689795 -0.5717725
1.276238 1.851622
0.8682858 1.513728
1.547185 1.301972
0.4304776 2.182054
-1.182142 2.123808
1.315927 1.852873
-0.01937537 0.1163711
0.926524 -0.3739593
1.685859 0.7513452
0.884107 -0.382735
0.2483032 1.521406
0.1466392 1.266808
0.2062312 -0.4485595
1.514224 1.623663
0.6337342 0.6132492
-0.002827364 0.1455942
-0.6409943 -0.6159727
1.59801 -0.2905123
0.9270221 0.6843363
1.147894 1.401433
0.9422442 -0.3240309
3.140554 0.006640535
0.3564861 -0.215361
2.118441 -0.5617792
-0.01167366 1.434553
0.07885071 1.549982
2.530986 -0.581775
1.840411 -0.3791946
0.8247699 0.9589062
0.9375456 1.158617
0.5116889 0.4936122
0.1901774 -0.1149277
1.769405 0.7089412
2.173444 -0.03417028
1.321014 1.697235
0.6446033 -0.5496787
-0.8209716 2.246023
0.9175501 1.24315
-1.594014 2.355341
2.570896 -1.62635
1.068526 0.6809299
1.483669 1.0778
1.826047 1.468254
0.2239077 1.369259
0.7313112 1.299896
2.0718 0.7415248
0.7471615 -0.1087479
-0.2912251 2.997977
0.4561455 2.644861
0.4567054 -0.6498952
0.366401 0.6963555
1.380641 2.748292
-0.2843386 0.5026372
-0.08132414 2.695017
1.725381 1.034695
0.9774857 0.7250851
1.458554 0.6219943
0.9422449 0.4753003
0.90888 -1.118334
-1.248479 1.896944
2.388008 0.2792217
0.7444752 0.4795287
1.422425 1.987366
1.826091 0.9941951
2.263931 2.2327
1.986281 0.9748923
2.604768 0.135276
3.182756 0.480184
2.53928 -0.7651639
1.648291 2.090453
1.718881 2.777176
0.3858055 0.2357308
-1.954202 1.303605
1.543032 1.644179
0.8878669 0.9020989
0.8805452 1.015063
-0.4970283 1.331446
0.5245739 0.624697
1.514266 0.1019607
0.671666 1.271772
0.2146526 2.143845
1.896815 1.244539
2.887061 1.102543
-0.8165142 1.031475
1.787263 2.234275
1.73497 0.8927029
1.760822 -0.7465099
1.787774 1.331974
-0.1730972 2.165305
1.536919 -0.8110983
-1.704034 0.9546296
-0.06454801 2.324573
0.5388873 0.9157328
0.8973287 0.9121111
2.126371 0.5326505
0.8384886 1.222729
1.104689 -0.6409375
0.09309391 0.9794237
1.241913 -0.1926945
0.3889922 2.259676
2.296698 -1.217145
0.1458245 1.658429
2.028191 1.617881
0.2851382 2.301279
0.466161 -0.06038187
0.7493928 1.984965
1.192475 2.879238
0.4265344 -0.1153247
3.051374 2.405534
1.877994 1.005274
2.114683 2.70489
3.607478 1.470471
-0.4844777 -0.2109509
1.454069 0.05302326
1.61883 0.8177624
0.3340699 0.6807174
0.8660199 0.1514052
2.580063 0.3347251
0.5350304 1.417937
